event_id,user_id,event_timestamp,country,city,region,latitude,longitude,store_visit,traffic_source
E000277,U00135,2025-11-17T00:29:31,India,Hyderabad,Telangana,17.370716,78.487938,No,Referral
E000278,U00119,2025-11-25T18:06:32,India,Hyderabad,Telangana,17.337474,78.512828,No,Email
E000279,U00112,2025-04-15T15:13:26,India,Hyderabad,Telangana,17.41644,78.443339,No,Email
E000280,U00107,2025-04-03T10:47:26,India,Pune,Maharashtra,18.546238,73.857303,No,Email
E000281,U00308,2026-06-04T21:46:26,UAE,Dubai,Dubai,25.200101,55.3125,Yes,Email
E000282,U00287,2025-06-11T20:26:04,India,Pune,Maharashtra,18.480846,73.84605,No,Paid Search
E000283,U00189,2026-05-30T02:30:05,Germany,Berlin,Berlin,52.552987,13.388143,No,Paid Search
E000284,U00193,2025-10-17T14:23:45,India,Pune,Maharashtra,18.493064,73.836709,Yes,Social
E000285,U00409,2025-10-30T04:37:34,India,Hyderabad,Telangana,17.388754,78.495008,Yes,Email
E000286,U00242,2025-07-17T18:14:21,India,Pune,Maharashtra,18.500389,73.886171,No,Direct
E000287,U00183,2026-02-28T03:14:12,India,Mumbai,Maharashtra,19.060538,72.890919,No,Organic
E000288,U00313,2025-03-31T05:58:35,UK,London,England,51.483973,-0.084411,No,Email
E000289,U00085,2025-03-01T17:56:26,India,Bengaluru,Karnataka,12.955267,77.63943,No,Organic
E000290,U00147,2025-03-18T19:17:30,Singapore,Singapore,Singapore,1.358554,103.776981,Yes,Social
E000291,U00030,2026-04-04T21:17:10,India,Hyderabad,Telangana,17.401765,78.47536,No,Referral
E000292,U00148,2025-01-21T01:30:52,India,Pune,Maharashtra,18.539799,73.887786,No,Paid Search
E000293,U00275,2025-11-11T15:00:59,Germany,Berlin,Berlin,52.551036,13.440943,No,Direct
E000294,U00015,2025-04-28T17:19:57,India,Pune,Maharashtra,18.567509,73.883765,No,Direct
E000295,U00295,2026-05-17T14:45:51,UAE,Dubai,Dubai,25.251724,55.29571,No,Direct
E000296,U00213,2025-10-20T21:52:09,India,Delhi,Delhi,28.575558,77.248069,No,Organic
E000297,U00212,2025-12-05T06:26:45,Germany,Berlin,Berlin,52.544625,13.453995,No,Organic
E000298,U00124,2025-08-04T20:08:56,India,Delhi,Delhi,28.663638,77.233661,Yes,Organic
E000299,U00069,2026-06-13T05:02:20,India,Delhi,Delhi,28.643243,77.242829,No,Paid Search
E000300,U00038,2025-06-12T03:30:29,India,Hyderabad,Telangana,17.396372,78.491122,No,Email
E000301,U00184,2026-04-25T09:23:07,USA,New York,New York,40.684871,-74.013902,No,Organic
E000302,U00168,2025-04-27T06:58:54,UK,London,England,51.543624,-0.116173,No,Social
E000303,U00316,2025-05-08T12:59:43,Singapore,Singapore,Singapore,1.31413,103.799177,Yes,Social
E000304,U00185,2025-12-04T07:35:04,India,Mumbai,Maharashtra,19.071792,72.912847,No,Paid Search
E000305,U00197,2025-07-11T07:58:40,Singapore,Singapore,Singapore,1.383456,103.780804,No,Paid Search
E000306,U00401,2025-10-05T01:26:52,Singapore,Singapore,Singapore,1.323919,103.826561,No,Direct
E000307,U00183,2026-03-29T13:20:34,Singapore,Singapore,Singapore,1.391463,103.833171,No,Direct
E000308,U00135,2025-03-13T23:42:33,India,Delhi,Delhi,28.612497,77.202867,No,Organic
E000309,U00406,2026-03-02T07:30:08,India,Bengaluru,Karnataka,12.943233,77.630431,No,Paid Search
E000310,U00107,2025-07-30T13:24:45,UAE,Dubai,Dubai,25.189128,55.293661,No,Direct
E000311,U00073,2025-05-21T06:01:49,India,Hyderabad,Telangana,17.4225,78.476633,No,Referral
E000312,U00387,2025-07-07T08:18:00,India,Pune,Maharashtra,18.527666,73.836769,No,Organic
E000313,U00375,2026-06-25T09:50:28,India,Hyderabad,Telangana,17.427515,78.464299,Yes,Direct
E000314,U00077,2025-10-05T18:06:43,UK,London,England,51.486441,-0.094654,Yes,Social
E000315,U00302,2025-09-04T01:51:46,Germany,Berlin,Berlin,52.515799,13.406706,Yes,Paid Search
E000316,U00147,2025-07-09T09:53:02,India,Bengaluru,Karnataka,12.950551,77.602916,No,Direct
E000317,U00027,2026-06-27T10:28:06,Singapore,Singapore,Singapore,1.344593,103.821183,No,Social
E000318,U00357,2026-02-21T06:09:09,USA,New York,New York,40.66796,-74.046009,No,Paid Search
E000319,U00167,2025-03-13T12:51:13,India,Mumbai,Maharashtra,19.057202,72.88593,No,Social
E000320,U00088,2026-05-06T08:25:18,India,Pune,Maharashtra,18.513713,73.860186,Yes,Organic
E000321,U00234,2025-03-17T14:08:07,UK,London,England,51.537043,-0.169838,Yes,Direct
E000322,U00155,2025-04-11T02:23:02,Singapore,Singapore,Singapore,1.365186,103.801808,No,Email
E000323,U00002,2025-04-21T21:45:33,India,Bengaluru,Karnataka,12.962255,77.599392,No,Referral
E000324,U00037,2025-10-17T03:56:46,India,Pune,Maharashtra,18.494839,73.887564,No,Paid Search
E000325,U00095,2025-06-01T15:29:38,India,Pune,Maharashtra,18.471624,73.810024,Yes,Referral
E000326,U00354,2025-09-18T07:24:37,Singapore,Singapore,Singapore,1.389528,103.867481,No,Organic
E000327,U00148,2025-03-16T05:40:26,UAE,Dubai,Dubai,25.246351,55.234611,Yes,Paid Search
E000328,U00053,2025-09-02T16:43:01,India,Bengaluru,Karnataka,12.961972,77.59264,Yes,Social
E000329,U00206,2025-11-26T15:40:00,Germany,Berlin,Berlin,52.526639,13.356909,No,Paid Search
E000330,U00070,2025-08-04T19:58:19,USA,New York,New York,40.676865,-74.042432,Yes,Social
E000331,U00095,2026-06-01T09:30:05,India,Pune,Maharashtra,18.557306,73.865411,Yes,Social
E000332,U00340,2026-04-22T20:50:34,Singapore,Singapore,Singapore,1.316084,103.772553,No,Organic
E000333,U00158,2025-06-12T09:27:26,India,Mumbai,Maharashtra,19.101816,72.853303,Yes,Organic
E000334,U00093,2026-02-06T14:00:36,India,Pune,Maharashtra,18.493182,73.824131,No,Organic
E000335,U00131,2025-09-18T14:49:36,India,Pune,Maharashtra,18.486232,73.879994,No,Email
E000336,U00096,2026-01-24T19:48:36,India,Hyderabad,Telangana,17.368326,78.458358,No,Social
E000337,U00089,2025-07-24T19:53:23,Germany,Berlin,Berlin,52.514272,13.434305,No,Email
E000338,U00028,2026-03-30T02:18:22,Singapore,Singapore,Singapore,1.321433,103.787187,No,Paid Search
E000339,U00243,2026-05-01T12:45:10,Singapore,Singapore,Singapore,1.377135,103.833466,No,Paid Search
E000340,U00321,2025-10-08T00:38:22,India,Hyderabad,Telangana,17.401187,78.491715,Yes,Email
E000341,U00048,2025-09-17T21:33:05,India,Pune,Maharashtra,18.506021,73.890184,No,Email
E000342,U00034,2025-07-27T18:46:04,Singapore,Singapore,Singapore,1.339193,103.803052,No,Email
E000343,U00328,2026-02-01T19:48:38,India,Delhi,Delhi,28.600873,77.183629,Yes,Email
E000344,U00401,2025-10-14T23:29:34,Singapore,Singapore,Singapore,1.332115,103.79646,Yes,Email
E000345,U00227,2025-07-30T07:58:59,Germany,Berlin,Berlin,52.539797,13.370925,No,Email
E000346,U00174,2025-06-11T20:27:12,Singapore,Singapore,Singapore,1.374068,103.836492,No,Direct
E000347,U00393,2026-03-24T20:21:20,Singapore,Singapore,Singapore,1.314828,103.833179,No,Social
E000348,U00363,2025-10-29T13:38:24,India,Pune,Maharashtra,18.48581,73.826955,No,Referral
E000349,U00042,2025-05-02T16:14:47,India,Delhi,Delhi,28.593681,77.192875,No,Direct
E000350,U00281,2025-06-24T10:57:03,Singapore,Singapore,Singapore,1.39719,103.844295,No,Paid Search
E000351,U00384,2025-11-30T08:13:56,India,Hyderabad,Telangana,17.376082,78.469552,Yes,Referral
E000352,U00375,2026-02-23T04:30:06,India,Bengaluru,Karnataka,12.962896,77.554727,Yes,Referral
E000353,U00312,2026-03-01T09:14:33,UK,London,England,51.516224,-0.153964,No,Organic
E000354,U00345,2026-01-24T10:24:37,Singapore,Singapore,Singapore,1.311718,103.855844,Yes,Email
E000355,U00046,2025-01-23T16:49:46,USA,New York,New York,40.728378,-73.986536,Yes,Email
E000356,U00242,2026-06-21T19:39:33,India,Pune,Maharashtra,18.517798,73.844654,Yes,Organic
E000357,U00418,2026-01-10T08:38:17,India,Mumbai,Maharashtra,19.053387,72.889054,No,Direct
E000358,U00375,2025-08-02T16:12:27,India,Bengaluru,Karnataka,12.977193,77.558594,No,Organic
E000359,U00204,2025-06-02T14:16:01,India,Delhi,Delhi,28.661821,77.256905,No,Social
E000360,U00143,2025-04-22T23:08:51,UK,London,England,51.496886,-0.145269,No,Direct
E000361,U00177,2025-11-11T22:18:45,India,Delhi,Delhi,28.60276,77.229253,Yes,Paid Search
E000362,U00300,2026-04-03T04:52:49,Germany,Berlin,Berlin,52.480888,13.368869,No,Social
E000363,U00135,2026-01-28T17:34:20,India,Bengaluru,Karnataka,12.943123,77.626666,No,Organic
E000364,U00197,2025-08-15T21:43:42,India,Mumbai,Maharashtra,19.044152,72.869061,No,Organic
E000365,U00014,2025-11-16T18:31:50,Germany,Berlin,Berlin,52.511,13.453957,No,Referral
E000366,U00057,2025-01-26T12:34:56,India,Pune,Maharashtra,18.492245,73.828767,Yes,Email
E000367,U00293,2025-01-22T09:22:51,India,Mumbai,Maharashtra,19.042981,72.906227,Yes,Direct
E000368,U00300,2025-01-27T07:42:21,India,Pune,Maharashtra,18.527169,73.833911,No,Organic
E000369,U00140,2025-06-17T08:10:13,India,Pune,Maharashtra,18.493042,73.833918,No,Direct
E000370,U00106,2026-06-17T13:27:49,Singapore,Singapore,Singapore,1.385423,103.835479,No,Organic
E000371,U00409,2026-06-21T23:47:51,India,Hyderabad,Telangana,17.339559,78.493035,No,Direct
E000372,U00253,2026-04-12T10:02:46,India,Bengaluru,Karnataka,13.017101,77.631098,Yes,Organic
E000373,U00206,2025-01-09T02:16:43,India,Hyderabad,Telangana,17.425871,78.445814,No,Referral
E000374,U00013,2025-02-06T22:35:40,Germany,Berlin,Berlin,52.536292,13.363304,No,Direct
E000375,U00272,2026-03-13T09:06:25,India,Delhi,Delhi,28.653263,77.162865,No,Email
E000376,U00279,2025-01-26T14:47:55,Singapore,Singapore,Singapore,1.394683,103.81022,No,Organic
E000377,U00074,2025-04-05T18:07:51,Germany,Berlin,Berlin,52.530222,13.379645,No,Paid Search
E000378,U00169,2025-08-23T20:27:45,India,Hyderabad,Telangana,17.385194,78.510972,No,Paid Search
E000379,U00218,2025-02-17T16:16:10,India,Bengaluru,Karnataka,12.942553,77.564348,No,Referral
E000380,U00303,2025-03-19T10:20:38,India,Mumbai,Maharashtra,19.074566,72.921621,Yes,Referral
E000381,U00247,2025-03-18T19:17:41,Singapore,Singapore,Singapore,1.307976,103.802193,No,Organic
E000382,U00401,2025-03-17T22:23:53,UK,London,England,51.468801,-0.089909,No,Social
E000383,U00238,2026-06-04T15:11:33,India,Bengaluru,Karnataka,13.021236,77.574946,No,Paid Search
E000384,U00149,2025-03-13T11:17:45,USA,New York,New York,40.718365,-73.99048,Yes,Referral
E000385,U00070,2026-01-12T09:12:17,UK,London,England,51.542308,-0.147693,No,Organic
E000386,U00262,2025-10-14T05:22:57,Germany,Berlin,Berlin,52.491313,13.398614,No,Social
E000387,U00284,2025-03-03T21:32:58,Singapore,Singapore,Singapore,1.320852,103.776975,Yes,Direct
E000388,U00337,2025-10-22T08:09:19,UK,London,England,51.487367,-0.080537,Yes,Referral
E000389,U00061,2025-09-28T13:44:06,India,Hyderabad,Telangana,17.351932,78.500842,No,Organic
E000390,U00172,2025-06-19T03:59:34,India,Mumbai,Maharashtra,19.096999,72.83594,No,Email
E000391,U00095,2025-10-29T18:50:13,Germany,Berlin,Berlin,52.536346,13.451581,Yes,Referral
E000392,U00166,2025-05-17T07:33:49,India,Hyderabad,Telangana,17.416415,78.470414,No,Email
E000393,U00325,2025-10-10T04:06:26,India,Hyderabad,Telangana,17.424342,78.436902,No,Direct
E000394,U00278,2026-04-09T20:48:50,India,Mumbai,Maharashtra,19.119424,72.874354,No,Social
E000395,U00219,2025-10-31T06:04:54,USA,New York,New York,40.715371,-73.965018,No,Referral
E000396,U00030,2025-01-24T18:54:03,Germany,Berlin,Berlin,52.568197,13.414788,No,Referral
E000397,U00340,2025-11-09T03:46:50,UAE,Dubai,Dubai,25.198069,55.255587,Yes,Social
E000398,U00095,2025-12-15T04:04:32,USA,New York,New York,40.692424,-74.041436,No,Organic
E000399,U00390,2026-05-23T12:26:52,UK,London,England,51.472806,-0.137179,No,Social
E000400,U00244,2025-01-18T12:27:43,India,Bengaluru,Karnataka,12.947499,77.631996,No,Organic
E000401,U00141,2025-03-28T09:30:26,India,Hyderabad,Telangana,17.420902,78.502091,No,Organic
E000402,U00216,2025-05-20T20:03:04,Singapore,Singapore,Singapore,1.353024,103.865372,No,Direct
E000403,U00003,2025-01-03T15:56:49,USA,New York,New York,40.707308,-73.975197,No,Email
E000404,U00140,2025-03-19T21:33:08,Singapore,Singapore,Singapore,1.35625,103.775699,No,Referral
E000405,U00099,2026-01-25T12:40:42,India,Delhi,Delhi,28.564671,77.199764,No,Organic
E000406,U00072,2025-06-28T03:44:17,UAE,Dubai,Dubai,25.241818,55.28676,Yes,Paid Search
E000407,U00007,2026-02-21T08:41:49,India,Delhi,Delhi,28.581399,77.174502,No,Social
E000408,U00311,2026-04-05T02:04:07,India,Delhi,Delhi,28.616501,77.194792,No,Organic
E000409,U00385,2026-03-07T11:52:18,India,Bengaluru,Karnataka,12.948892,77.548501,No,Referral
E000410,U00053,2025-03-31T16:21:10,India,Mumbai,Maharashtra,19.048817,72.916691,No,Social
E000411,U00161,2025-05-31T20:53:40,India,Bengaluru,Karnataka,13.004204,77.639169,No,Email
E000412,U00304,2025-04-12T22:42:52,India,Delhi,Delhi,28.580373,77.223313,No,Organic
E000413,U00341,2025-10-07T03:24:25,Singapore,Singapore,Singapore,1.331027,103.833756,No,Referral
E000414,U00124,2025-01-23T16:31:33,India,Bengaluru,Karnataka,12.981479,77.591036,Yes,Referral
E000415,U00154,2025-03-21T11:30:26,India,Bengaluru,Karnataka,13.006749,77.546973,No,Direct
E000416,U00171,2025-04-09T01:25:37,UAE,Dubai,Dubai,25.179058,55.22852,No,Referral
E000417,U00241,2026-03-08T14:26:34,India,Mumbai,Maharashtra,19.118983,72.853964,No,Email
E000418,U00282,2025-01-29T06:46:51,India,Hyderabad,Telangana,17.408276,78.499581,Yes,Direct
E000419,U00115,2025-01-18T12:47:16,USA,New York,New York,40.730213,-73.963366,No,Social
E000420,U00364,2025-01-20T08:52:06,UK,London,England,51.555334,-0.121675,No,Paid Search
E000421,U00342,2025-04-24T07:56:25,UK,London,England,51.513031,-0.100289,Yes,Direct
E000422,U00129,2025-07-06T01:33:01,Germany,Berlin,Berlin,52.542539,13.426872,No,Email
E000423,U00170,2026-03-06T04:16:15,Germany,Berlin,Berlin,52.527571,13.386894,No,Social
E000424,U00157,2026-06-27T01:17:26,UK,London,England,51.535625,-0.118364,No,Referral
E000425,U00001,2025-11-22T12:37:29,India,Hyderabad,Telangana,17.353657,78.526179,No,Email
E000426,U00184,2025-04-30T00:20:35,Germany,Berlin,Berlin,52.533763,13.423947,No,Referral
E000427,U00025,2025-10-29T18:18:03,Singapore,Singapore,Singapore,1.303577,103.776468,No,Email
E000428,U00191,2025-12-11T21:43:56,India,Pune,Maharashtra,18.493753,73.882315,No,Organic
E000429,U00048,2025-06-22T22:52:58,Singapore,Singapore,Singapore,1.333935,103.814216,No,Referral
E000430,U00030,2025-04-19T18:02:21,India,Mumbai,Maharashtra,19.055884,72.917592,No,Direct
E000431,U00371,2025-11-06T11:59:12,India,Bengaluru,Karnataka,12.972803,77.564045,No,Paid Search
E000432,U00155,2025-12-24T03:53:21,Germany,Berlin,Berlin,52.554888,13.384576,No,Email
E000433,U00005,2026-02-17T19:56:53,India,Delhi,Delhi,28.596211,77.246644,No,Paid Search
E000434,U00090,2025-06-15T02:59:58,India,Pune,Maharashtra,18.544795,73.896795,No,Organic
E000435,U00065,2025-08-28T02:04:22,India,Bengaluru,Karnataka,12.948991,77.590037,Yes,Social
E000436,U00308,2025-03-25T21:29:47,UAE,Dubai,Dubai,25.17946,55.308111,No,Social
E000437,U00300,2025-01-23T08:45:50,UAE,Dubai,Dubai,25.200654,55.305384,No,Email
E000438,U00143,2025-05-08T19:17:21,Germany,Berlin,Berlin,52.550899,13.356495,No,Organic
E000439,U00337,2025-04-23T03:47:26,India,Pune,Maharashtra,18.570075,73.827989,No,Social
E000440,U00114,2025-03-06T03:09:30,Germany,Berlin,Berlin,52.499112,13.373128,No,Referral
E000441,U00144,2025-01-16T17:35:43,India,Delhi,Delhi,28.616436,77.181636,No,Paid Search
E000442,U00354,2026-04-25T10:07:28,Germany,Berlin,Berlin,52.513508,13.373382,No,Email
E000443,U00081,2026-04-12T05:15:42,India,Delhi,Delhi,28.573821,77.188549,Yes,Paid Search
E000444,U00278,2025-05-18T08:24:52,India,Bengaluru,Karnataka,12.951804,77.585327,No,Social
E000445,U00196,2026-04-15T05:40:49,India,Pune,Maharashtra,18.529434,73.896685,Yes,Organic
E000446,U00182,2025-01-26T15:28:51,Singapore,Singapore,Singapore,1.324229,103.78242,No,Organic
E000447,U00155,2026-02-17T22:27:57,India,Pune,Maharashtra,18.529037,73.856711,No,Social
E000448,U00049,2026-06-06T12:15:30,India,Bengaluru,Karnataka,12.940095,77.549108,No,Organic
E000449,U00192,2026-04-26T18:54:23,Germany,Berlin,Berlin,52.493936,13.379352,Yes,Referral
E000450,U00030,2026-05-17T20:41:32,UK,London,England,51.465675,-0.171421,Yes,Direct
E000451,U00193,2025-04-24T13:49:46,Germany,Berlin,Berlin,52.534803,13.398029,Yes,Social
E000452,U00359,2026-01-18T07:49:16,Singapore,Singapore,Singapore,1.373654,103.837502,Yes,Direct
E000453,U00002,2025-12-16T03:13:56,UAE,Dubai,Dubai,25.19019,55.28077,No,Referral
E000454,U00400,2025-09-25T07:01:26,India,Delhi,Delhi,28.58659,77.187565,No,Paid Search
E000455,U00198,2026-05-21T13:27:39,India,Delhi,Delhi,28.63819,77.167284,No,Email
E000456,U00193,2025-08-13T23:00:25,USA,New York,New York,40.739638,-74.027514,No,Social
E000457,U00061,2026-04-23T15:17:20,India,Pune,Maharashtra,18.514794,73.884937,No,Social
E000458,U00054,2025-03-04T08:31:02,India,Pune,Maharashtra,18.538168,73.87663,No,Email
E000459,U00175,2025-02-15T08:54:11,Singapore,Singapore,Singapore,1.39902,103.84095,No,Direct
E000460,U00035,2025-04-08T02:34:18,UK,London,England,51.52201,-0.101633,Yes,Referral
E000461,U00332,2025-09-07T10:42:37,India,Delhi,Delhi,28.619277,77.241137,No,Organic
E000462,U00320,2025-02-16T12:08:03,Singapore,Singapore,Singapore,1.368318,103.849515,Yes,Paid Search
E000463,U00321,2026-03-01T22:34:48,India,Mumbai,Maharashtra,19.093517,72.866779,No,Email
E000464,U00324,2025-11-29T02:37:54,India,Bengaluru,Karnataka,12.960238,77.627191,Yes,Paid Search
E000465,U00064,2026-02-23T18:30:16,India,Delhi,Delhi,28.579017,77.227396,No,Paid Search
E000466,U00326,2026-02-06T10:09:43,India,Mumbai,Maharashtra,19.1129,72.865555,No,Direct
E000467,U00255,2025-03-07T01:55:20,USA,New York,New York,40.699563,-74.033933,Yes,Paid Search
E000468,U00015,2025-07-10T04:10:15,Germany,Berlin,Berlin,52.501157,13.357157,No,Social
E000469,U00357,2025-04-26T08:17:24,India,Pune,Maharashtra,18.52738,73.860487,No,Direct
E000470,U00177,2026-04-11T14:20:17,India,Mumbai,Maharashtra,19.046718,72.853665,No,Referral
E000471,U00246,2026-02-20T20:04:09,Singapore,Singapore,Singapore,1.340099,103.790669,No,Organic
E000472,U00350,2026-01-21T23:29:22,UK,London,England,51.523111,-0.157429,No,Referral
E000473,U00108,2026-02-11T20:12:26,India,Mumbai,Maharashtra,19.114238,72.861783,Yes,Organic
E000474,U00016,2025-10-29T05:46:22,India,Mumbai,Maharashtra,19.103894,72.89443,No,Paid Search
E000475,U00228,2025-06-21T03:13:47,Singapore,Singapore,Singapore,1.341392,103.788199,No,Social
E000476,U00144,2025-09-03T09:13:31,India,Mumbai,Maharashtra,19.106548,72.876485,No,Paid Search
E000477,U00345,2025-11-01T16:06:18,India,Pune,Maharashtra,18.519301,73.890142,No,Email
E000478,U00271,2025-12-09T18:10:57,Germany,Berlin,Berlin,52.516926,13.396073,No,Referral
E000479,U00411,2026-03-25T18:09:30,Singapore,Singapore,Singapore,1.318074,103.797668,No,Social
E000480,U00071,2025-09-02T14:11:16,India,Mumbai,Maharashtra,19.028168,72.86838,Yes,Email
E000481,U00168,2025-10-25T13:04:56,Germany,Berlin,Berlin,52.482961,13.411748,No,Social
E000482,U00216,2025-04-09T03:46:11,India,Mumbai,Maharashtra,19.040299,72.894917,No,Email
E000483,U00379,2025-09-06T05:20:28,UK,London,England,51.475132,-0.083134,No,Referral
E000484,U00351,2025-07-29T03:56:45,UK,London,England,51.515631,-0.156049,No,Organic
E000485,U00401,2026-05-26T02:34:48,India,Delhi,Delhi,28.621453,77.189116,No,Organic
E000486,U00253,2025-12-25T10:24:25,India,Delhi,Delhi,28.578634,77.178588,No,Direct
E000487,U00253,2026-03-17T14:04:37,India,Bengaluru,Karnataka,12.950287,77.579089,No,Paid Search
E000488,U00358,2026-05-25T02:16:23,UAE,Dubai,Dubai,25.166422,55.272775,Yes,Organic
E000489,U00069,2025-03-14T16:57:55,India,Pune,Maharashtra,18.493418,73.867796,No,Referral
E000490,U00331,2025-05-02T05:10:09,India,Delhi,Delhi,28.641317,77.178307,No,Referral
E000491,U00203,2026-01-15T05:24:34,India,Hyderabad,Telangana,17.366666,78.508477,No,Direct
E000492,U00323,2025-06-20T15:41:08,UK,London,England,51.458375,-0.157887,No,Referral
E000493,U00071,2025-04-28T17:04:20,Singapore,Singapore,Singapore,1.322146,103.781082,Yes,Organic
E000494,U00065,2025-10-29T03:13:09,USA,New York,New York,40.692018,-73.964189,No,Referral
E000495,U00217,2025-12-17T13:56:20,India,Pune,Maharashtra,18.490859,73.881974,No,Email
E000496,U00354,2026-02-24T15:07:36,India,Bengaluru,Karnataka,13.0163,77.595551,No,Email
E000497,U00172,2026-05-13T04:36:29,India,Mumbai,Maharashtra,19.095731,72.865819,No,Referral
E000498,U00307,2025-04-14T08:48:20,India,Hyderabad,Telangana,17.424065,78.524371,Yes,Social
E000499,U00027,2025-03-30T07:58:50,Singapore,Singapore,Singapore,1.330093,103.841319,No,Paid Search
E000500,U00048,2026-03-15T00:19:53,India,Hyderabad,Telangana,17.397163,78.51306,No,Social
E000501,U00001,2025-03-02T03:41:04,India,Bengaluru,Karnataka,13.004087,77.641512,Yes,Social
E000502,U00403,2026-02-17T03:01:56,India,Hyderabad,Telangana,17.37415,78.484219,No,Direct
E000503,U00269,2026-01-31T19:05:36,India,Bengaluru,Karnataka,12.975689,77.549479,No,Direct
E000504,U00032,2025-08-07T21:58:53,India,Bengaluru,Karnataka,12.950184,77.608406,Yes,Paid Search
E000505,U00261,2025-09-22T00:45:47,India,Mumbai,Maharashtra,19.060857,72.866196,Yes,Paid Search
E000506,U00053,2025-08-02T03:56:27,UAE,Dubai,Dubai,25.173893,55.284231,No,Paid Search
E000507,U00259,2025-02-08T18:55:28,UK,London,England,51.488229,-0.145628,Yes,Referral
E000508,U00163,2025-10-24T06:25:47,India,Bengaluru,Karnataka,12.931911,77.584932,No,Organic
E000509,U00135,2025-01-29T00:47:52,UK,London,England,51.541279,-0.13252,Yes,Referral
E000510,U00337,2025-03-21T18:36:22,India,Bengaluru,Karnataka,12.937077,77.590859,No,Referral
E000511,U00105,2026-01-11T17:26:01,USA,New York,New York,40.732191,-73.991416,No,Email
E000512,U00200,2025-11-26T13:23:58,India,Mumbai,Maharashtra,19.03667,72.879296,No,Referral
E000513,U00241,2025-10-27T08:00:21,Singapore,Singapore,Singapore,1.313382,103.826675,No,Referral
E000514,U00212,2025-02-21T00:13:52,USA,New York,New York,40.682996,-74.036079,No,Organic
E000515,U00275,2025-06-11T01:49:53,UAE,Dubai,Dubai,25.241284,55.254084,No,Social
E000516,U00179,2025-11-24T18:18:53,UAE,Dubai,Dubai,25.219162,55.227497,No,Direct
E000517,U00123,2025-07-12T05:05:02,India,Delhi,Delhi,28.618443,77.183691,No,Referral
E000518,U00205,2026-05-28T05:11:27,USA,New York,New York,40.679109,-74.040078,Yes,Email
E000519,U00349,2025-09-14T12:19:21,UK,London,England,51.490715,-0.173269,No,Social
E000520,U00107,2025-01-04T08:09:59,Singapore,Singapore,Singapore,1.344876,103.818288,No,Paid Search
E000521,U00105,2025-05-03T09:41:45,India,Bengaluru,Karnataka,12.936762,77.596144,No,Email
E000522,U00304,2026-03-12T02:25:49,India,Delhi,Delhi,28.611799,77.197425,No,Paid Search
E000523,U00416,2025-02-17T13:24:36,India,Hyderabad,Telangana,17.366666,78.500497,Yes,Paid Search
E000524,U00055,2025-07-05T06:57:12,USA,New York,New York,40.699862,-74.026018,Yes,Referral
E000525,U00004,2026-02-20T16:18:29,UK,London,England,51.539018,-0.083462,No,Email
E000526,U00328,2025-12-21T17:07:54,India,Delhi,Delhi,28.6525,77.243237,No,Paid Search
E000527,U00248,2026-01-05T00:48:02,USA,New York,New York,40.749303,-73.971539,No,Direct
E000528,U00150,2025-04-19T21:40:36,India,Mumbai,Maharashtra,19.038087,72.903696,No,Direct
E000529,U00102,2025-01-01T20:26:38,UK,London,England,51.522447,-0.085446,No,Organic
E000530,U00038,2025-02-07T07:42:57,India,Bengaluru,Karnataka,12.965859,77.552894,No,Direct
E000531,U00149,2026-01-15T17:00:27,India,Hyderabad,Telangana,17.349081,78.46622,Yes,Direct
E000532,U00355,2026-05-30T08:35:05,India,Bengaluru,Karnataka,12.95648,77.610465,No,Email
E000533,U00402,2025-11-28T19:27:29,India,Mumbai,Maharashtra,19.101739,72.911122,No,Direct
E000534,U00193,2025-10-11T07:42:16,Germany,Berlin,Berlin,52.528256,13.402474,No,Email
E000535,U00234,2025-11-12T21:48:13,UAE,Dubai,Dubai,25.231988,55.261064,No,Referral
E000536,U00121,2025-06-01T06:48:05,Germany,Berlin,Berlin,52.542343,13.392763,No,Social
E000537,U00078,2025-05-06T10:08:49,India,Bengaluru,Karnataka,12.923347,77.61594,No,Social
E000538,U00365,2025-10-11T03:19:06,India,Delhi,Delhi,28.662541,77.196986,Yes,Email
E000539,U00066,2025-03-10T12:58:40,Germany,Berlin,Berlin,52.490029,13.424456,No,Social
E000540,U00235,2025-01-17T12:09:03,India,Pune,Maharashtra,18.568807,73.877042,No,Social
E000541,U00391,2025-03-30T13:26:35,UK,London,England,51.524376,-0.135467,No,Direct
E000542,U00169,2025-01-29T20:22:28,Germany,Berlin,Berlin,52.481429,13.445787,No,Organic
E000543,U00078,2025-11-22T11:49:34,India,Bengaluru,Karnataka,12.928524,77.615484,Yes,Referral
E000544,U00293,2025-06-12T06:49:44,India,Bengaluru,Karnataka,12.935055,77.579465,No,Email
E000545,U00105,2025-06-21T09:20:44,UAE,Dubai,Dubai,25.214587,55.307152,No,Referral
E000546,U00046,2026-04-12T03:06:13,USA,New York,New York,40.734173,-74.020184,Yes,Social
E000547,U00419,2025-07-15T20:24:00,Germany,Berlin,Berlin,52.510292,13.412013,No,Direct
E000548,U00199,2025-08-09T07:16:05,USA,New York,New York,40.755213,-73.957505,No,Paid Search
E000549,U00254,2026-06-23T00:21:56,India,Delhi,Delhi,28.566195,77.179767,Yes,Direct
E000550,U00266,2025-04-21T06:49:47,Singapore,Singapore,Singapore,1.344428,103.784425,No,Referral
E000551,U00086,2026-01-22T20:30:39,UAE,Dubai,Dubai,25.181187,55.309697,No,Social
