session_id,user_id,timestamp,page_url,category,time_spent_seconds,device,referrer,clicked_cta,bounce
S000296,U00217,2025-09-25T14:29:00,/home,Landing,727,Desktop,Direct,Yes,No
S000297,U00017,2025-08-11T23:45:31,/blog/how-to-buy,Content,428,Desktop,Google,No,No
S000298,U00230,2025-10-21T05:02:31,/support,Support,394,Desktop,YouTube,Yes,No
S000299,U00061,2025-05-19T14:59:22,/cart,Cart,560,Desktop,Google,Yes,No
S000300,U00153,2025-12-26T15:01:05,/home,Landing,699,Mobile,Email,No,No
S000301,U00236,2025-09-26T20:53:06,/product/sku-220,Product,168,Desktop,YouTube,Yes,Yes
S000302,U00315,2025-01-13T03:39:31,/support,Support,256,Desktop,Direct,Yes,No
S000303,U00126,2025-02-04T08:37:56,/home,Landing,421,Mobile,Affiliate,Yes,No
S000304,U00072,2026-01-27T09:17:57,/home,Landing,306,Desktop,YouTube,No,No
S000305,U00122,2025-08-23T09:17:48,/cart,Cart,156,Tablet,Affiliate,Yes,No
S000306,U00032,2026-03-09T09:58:40,/offers,Promotion,615,Mobile,Google,No,No
S000307,U00177,2026-05-15T16:16:50,/home,Landing,697,Desktop,Affiliate,No,No
S000308,U00077,2025-08-21T22:19:36,/support,Support,395,Desktop,Affiliate,No,No
S000309,U00154,2025-04-23T02:54:41,/product/sku-220,Product,484,Tablet,Affiliate,No,No
S000310,U00272,2025-04-15T03:40:12,/checkout,Checkout,407,Desktop,Google,No,No
S000311,U00190,2025-03-13T19:39:13,/blog/how-to-buy,Content,558,Mobile,Google,Yes,No
S000312,U00038,2025-05-27T03:37:04,/home,Landing,611,Mobile,Affiliate,Yes,No
S000313,U00156,2025-01-12T21:50:27,/cart,Cart,226,Tablet,YouTube,Yes,No
S000314,U00125,2026-06-25T07:24:49,/blog/how-to-buy,Content,628,Mobile,Email,Yes,No
S000315,U00195,2025-12-29T03:32:18,/offers,Promotion,556,Mobile,Instagram,No,No
S000316,U00239,2025-03-18T14:11:26,/blog/how-to-buy,Content,749,Mobile,Instagram,Yes,No
S000317,U00024,2026-03-13T22:13:15,/support,Support,236,Mobile,Direct,No,No
S000318,U00152,2025-04-29T09:09:16,/support,Support,210,Desktop,Email,Yes,No
S000319,U00132,2026-01-15T12:33:26,/cart,Cart,750,Mobile,Email,No,Yes
S000320,U00087,2025-04-19T17:00:57,/cart,Cart,747,Mobile,Google,Yes,No
S000321,U00419,2026-06-04T00:26:26,/search,Discovery,59,Mobile,Email,Yes,No
S000322,U00035,2025-04-28T07:23:48,/product/sku-220,Product,19,Desktop,Email,No,Yes
S000323,U00338,2026-01-14T22:15:53,/blog/how-to-buy,Content,26,Desktop,Affiliate,No,Yes
S000324,U00370,2025-08-02T09:32:18,/checkout,Checkout,558,Tablet,Direct,No,No
S000325,U00055,2025-03-16T19:25:15,/product/sku-100,Product,546,Desktop,Google,No,No
S000326,U00408,2025-11-05T06:41:08,/offers,Promotion,90,Desktop,Email,No,No
S000327,U00154,2026-06-16T07:27:36,/product/sku-220,Product,92,Mobile,YouTube,Yes,Yes
S000328,U00194,2026-03-06T07:06:05,/support,Support,497,Desktop,Direct,Yes,Yes
S000329,U00331,2025-09-15T07:19:54,/support,Support,589,Tablet,Direct,Yes,No
S000330,U00139,2025-02-06T03:58:40,/blog/how-to-buy,Content,86,Mobile,Instagram,Yes,Yes
S000331,U00009,2025-06-10T21:42:25,/cart,Cart,611,Desktop,YouTube,No,No
S000332,U00084,2026-03-15T00:56:34,/offers,Promotion,256,Mobile,Email,No,No
S000333,U00405,2026-06-20T09:40:47,/product/sku-100,Product,751,Desktop,YouTube,No,Yes
S000334,U00119,2025-03-01T01:04:58,/support,Support,358,Mobile,Affiliate,No,No
S000335,U00016,2026-05-08T12:54:30,/cart,Cart,289,Mobile,Email,No,No
S000336,U00193,2025-12-02T10:13:45,/checkout,Checkout,200,Mobile,YouTube,No,Yes
S000337,U00409,2025-07-11T10:09:24,/offers,Promotion,740,Desktop,Instagram,Yes,No
S000338,U00379,2025-10-30T15:04:48,/product/sku-100,Product,334,Desktop,Direct,Yes,No
S000339,U00185,2025-07-29T12:48:39,/blog/how-to-buy,Content,114,Desktop,Google,No,No
S000340,U00263,2025-11-13T22:29:41,/checkout,Checkout,115,Desktop,Instagram,Yes,No
S000341,U00198,2025-01-10T14:02:44,/cart,Cart,308,Mobile,Direct,Yes,No
S000342,U00351,2025-10-23T17:21:33,/product/sku-100,Product,183,Desktop,Instagram,No,No
S000343,U00086,2025-12-04T14:57:10,/search,Discovery,292,Mobile,Email,Yes,No
S000344,U00370,2026-05-01T11:28:20,/product/sku-220,Product,517,Mobile,Google,No,Yes
S000345,U00004,2025-11-04T08:13:59,/offers,Promotion,350,Mobile,Email,No,No
S000346,U00418,2026-05-21T16:12:23,/support,Support,618,Desktop,Instagram,Yes,No
S000347,U00204,2025-09-05T21:09:26,/product/sku-100,Product,308,Mobile,YouTube,No,No
S000348,U00167,2025-10-20T02:10:44,/product/sku-220,Product,297,Mobile,Email,No,Yes
S000349,U00304,2026-02-28T19:15:48,/product/sku-220,Product,194,Mobile,Affiliate,Yes,No
S000350,U00363,2025-06-12T20:07:45,/blog/how-to-buy,Content,458,Mobile,YouTube,Yes,No
S000351,U00345,2026-01-23T19:41:11,/support,Support,152,Mobile,Google,No,No
S000352,U00405,2025-10-20T19:37:05,/support,Support,85,Mobile,Affiliate,No,No
S000353,U00260,2026-06-22T06:23:16,/checkout,Checkout,438,Mobile,Instagram,Yes,Yes
S000354,U00337,2026-06-01T06:47:31,/product/sku-220,Product,373,Desktop,Affiliate,Yes,No
S000355,U00386,2025-09-15T13:24:37,/support,Support,450,Desktop,Direct,No,No
S000356,U00286,2026-03-27T21:38:43,/checkout,Checkout,714,Mobile,Email,No,No
S000357,U00078,2025-09-25T22:39:29,/checkout,Checkout,35,Mobile,Instagram,No,No
S000358,U00060,2025-04-21T01:01:00,/search,Discovery,366,Desktop,Email,Yes,No
S000359,U00244,2025-03-17T19:49:30,/cart,Cart,458,Mobile,Email,No,Yes
S000360,U00415,2025-03-31T09:20:41,/home,Landing,33,Mobile,YouTube,Yes,No
S000361,U00380,2025-07-09T10:52:00,/product/sku-100,Product,538,Desktop,Google,No,No
S000362,U00119,2025-11-11T14:37:53,/blog/how-to-buy,Content,654,Desktop,YouTube,No,No
S000363,U00231,2026-04-05T23:28:01,/product/sku-220,Product,449,Desktop,YouTube,Yes,No
S000364,U00296,2025-03-21T00:47:44,/search,Discovery,559,Desktop,Instagram,Yes,No
S000365,U00344,2026-01-16T04:38:33,/offers,Promotion,550,Tablet,Instagram,No,No
S000366,U00179,2025-10-01T09:28:28,/search,Discovery,478,Mobile,YouTube,No,No
S000367,U00345,2025-04-15T00:58:02,/search,Discovery,330,Desktop,Instagram,Yes,Yes
S000368,U00262,2025-10-29T17:28:48,/product/sku-100,Product,438,Mobile,Affiliate,No,No
S000369,U00326,2026-02-22T09:28:32,/blog/how-to-buy,Content,720,Tablet,Google,Yes,No
S000370,U00096,2025-09-02T08:11:47,/product/sku-100,Product,471,Mobile,Instagram,Yes,No
S000371,U00418,2025-10-26T05:14:17,/product/sku-220,Product,585,Mobile,Email,No,No
S000372,U00364,2025-12-11T17:59:46,/support,Support,510,Desktop,Affiliate,Yes,No
S000373,U00150,2025-01-26T09:28:50,/product/sku-220,Product,291,Desktop,Instagram,Yes,No
S000374,U00282,2026-02-01T18:06:49,/blog/how-to-buy,Content,125,Mobile,Instagram,No,No
S000375,U00390,2025-12-09T19:40:09,/home,Landing,569,Desktop,Email,Yes,No
S000376,U00153,2025-01-26T00:49:05,/product/sku-220,Product,470,Desktop,Direct,No,No
S000377,U00398,2025-07-04T00:59:40,/search,Discovery,224,Mobile,Affiliate,No,No
S000378,U00085,2026-04-24T13:53:27,/support,Support,152,Mobile,Google,Yes,No
S000379,U00144,2026-04-09T14:14:01,/checkout,Checkout,561,Desktop,YouTube,No,No
S000380,U00264,2026-06-12T15:03:25,/offers,Promotion,107,Desktop,Email,Yes,No
S000381,U00360,2025-04-14T01:32:12,/product/sku-100,Product,265,Desktop,Instagram,Yes,No
S000382,U00251,2025-04-21T10:16:16,/support,Support,601,Mobile,YouTube,No,No
S000383,U00325,2025-03-14T07:24:45,/search,Discovery,422,Mobile,Instagram,No,No
S000384,U00168,2026-03-29T00:26:15,/blog/how-to-buy,Content,12,Mobile,YouTube,Yes,No
S000385,U00326,2026-05-31T20:32:17,/blog/how-to-buy,Content,724,Desktop,Direct,No,No
S000386,U00109,2026-01-20T06:09:18,/support,Support,284,Desktop,Instagram,No,No
S000387,U00290,2026-01-12T23:21:15,/product/sku-100,Product,361,Mobile,Direct,Yes,Yes
S000388,U00009,2025-04-07T11:56:55,/blog/how-to-buy,Content,171,Mobile,Direct,No,No
S000389,U00333,2025-08-23T11:10:51,/product/sku-100,Product,172,Mobile,Instagram,Yes,No
S000390,U00043,2025-10-16T19:40:12,/offers,Promotion,690,Tablet,Google,Yes,No
S000391,U00372,2026-06-28T06:31:55,/offers,Promotion,249,Mobile,Direct,Yes,Yes
S000392,U00040,2025-04-14T01:42:12,/blog/how-to-buy,Content,617,Desktop,YouTube,No,Yes
S000393,U00419,2025-04-04T16:01:51,/cart,Cart,442,Mobile,Email,Yes,No
S000394,U00375,2025-03-21T13:22:51,/search,Discovery,115,Desktop,Instagram,Yes,No
S000395,U00329,2026-06-10T22:45:00,/product/sku-100,Product,156,Desktop,Affiliate,Yes,No
S000396,U00226,2025-09-30T18:36:48,/product/sku-100,Product,749,Desktop,YouTube,Yes,No
S000397,U00112,2025-03-09T07:58:55,/blog/how-to-buy,Content,112,Desktop,Direct,No,No
S000398,U00162,2025-04-19T14:37:25,/support,Support,263,Desktop,Direct,Yes,No
S000399,U00399,2026-06-21T07:24:25,/offers,Promotion,37,Mobile,YouTube,No,No
S000400,U00097,2025-11-01T06:46:05,/checkout,Checkout,312,Mobile,Google,No,No
S000401,U00256,2026-05-11T14:43:00,/product/sku-220,Product,618,Desktop,Direct,No,No
S000402,U00199,2026-03-18T11:22:42,/product/sku-100,Product,440,Desktop,YouTube,Yes,No
S000403,U00009,2026-04-02T05:14:57,/search,Discovery,79,Desktop,Google,Yes,No
S000404,U00260,2025-08-11T12:31:10,/support,Support,653,Mobile,Email,No,No
S000405,U00328,2026-02-21T18:17:35,/search,Discovery,560,Mobile,Instagram,Yes,No
S000406,U00105,2025-05-01T16:26:22,/checkout,Checkout,559,Desktop,Affiliate,Yes,No
S000407,U00374,2025-07-05T08:31:24,/support,Support,69,Desktop,Email,Yes,No
S000408,U00159,2026-06-02T08:37:23,/home,Landing,769,Mobile,Google,Yes,Yes
S000409,U00360,2025-01-09T19:35:26,/product/sku-100,Product,177,Mobile,Instagram,No,Yes
S000410,U00384,2025-07-28T18:07:59,/product/sku-100,Product,760,Mobile,Direct,No,No
S000411,U00269,2025-02-19T14:39:36,/offers,Promotion,279,Mobile,Affiliate,Yes,No
S000412,U00185,2025-02-13T01:27:35,/checkout,Checkout,521,Mobile,Google,No,Yes
S000413,U00294,2026-06-08T14:30:56,/search,Discovery,750,Desktop,YouTube,Yes,Yes
S000414,U00126,2025-02-05T17:09:28,/home,Landing,493,Desktop,Google,Yes,No
S000415,U00284,2026-05-25T07:11:43,/home,Landing,439,Desktop,Google,No,No
S000416,U00139,2025-03-02T11:55:12,/cart,Cart,595,Desktop,Affiliate,Yes,Yes
S000417,U00024,2025-11-08T09:46:51,/checkout,Checkout,80,Mobile,Instagram,No,No
S000418,U00234,2025-01-07T04:33:22,/checkout,Checkout,387,Desktop,Affiliate,No,No
S000419,U00238,2025-10-14T01:07:04,/product/sku-220,Product,615,Tablet,Google,Yes,Yes
S000420,U00013,2025-06-30T23:23:33,/support,Support,564,Desktop,YouTube,Yes,No
S000421,U00389,2026-05-26T13:01:54,/home,Landing,395,Mobile,YouTube,No,Yes
S000422,U00122,2025-11-23T01:56:04,/checkout,Checkout,513,Tablet,Google,No,Yes
S000423,U00267,2025-11-17T19:56:12,/product/sku-220,Product,727,Mobile,Email,Yes,No
S000424,U00069,2026-05-10T22:33:40,/checkout,Checkout,413,Desktop,Affiliate,Yes,No
S000425,U00122,2025-08-15T13:14:06,/product/sku-100,Product,277,Mobile,Email,No,No
S000426,U00120,2025-02-28T00:16:28,/offers,Promotion,217,Desktop,Affiliate,Yes,Yes
S000427,U00231,2025-12-28T23:53:49,/product/sku-100,Product,331,Mobile,Affiliate,No,No
S000428,U00232,2025-08-28T11:16:20,/product/sku-220,Product,484,Desktop,Direct,Yes,Yes
S000429,U00361,2026-06-26T06:44:49,/offers,Promotion,627,Desktop,Instagram,Yes,Yes
S000430,U00183,2025-11-04T18:31:55,/product/sku-220,Product,535,Desktop,Instagram,No,No
S000431,U00016,2025-11-11T02:25:02,/product/sku-100,Product,473,Mobile,Affiliate,Yes,Yes
S000432,U00412,2025-04-19T13:55:52,/search,Discovery,134,Desktop,Google,Yes,Yes
S000433,U00191,2026-06-18T01:17:04,/support,Support,655,Tablet,Direct,No,No
S000434,U00012,2025-02-20T01:50:45,/search,Discovery,212,Tablet,Email,Yes,Yes
S000435,U00063,2025-02-03T03:55:01,/cart,Cart,482,Desktop,Affiliate,No,No
S000436,U00255,2025-01-23T21:35:23,/support,Support,401,Mobile,Google,No,No
S000437,U00141,2025-08-06T08:52:01,/product/sku-100,Product,466,Mobile,Direct,Yes,No
S000438,U00211,2026-03-04T17:34:50,/blog/how-to-buy,Content,500,Desktop,Instagram,No,Yes
S000439,U00330,2026-02-13T09:53:04,/product/sku-220,Product,265,Mobile,Affiliate,Yes,No
S000440,U00246,2026-02-27T22:32:51,/cart,Cart,506,Desktop,Affiliate,No,No
S000441,U00014,2025-09-05T16:18:31,/product/sku-100,Product,621,Desktop,Instagram,Yes,No
S000442,U00272,2025-10-05T15:01:55,/blog/how-to-buy,Content,608,Tablet,Google,Yes,No
S000443,U00137,2026-02-19T12:41:40,/product/sku-220,Product,764,Desktop,Google,No,No
S000444,U00091,2025-07-03T17:37:57,/product/sku-100,Product,616,Desktop,YouTube,No,No
S000445,U00361,2026-06-29T03:23:59,/home,Landing,370,Tablet,Affiliate,Yes,No
S000446,U00415,2026-01-18T07:46:16,/product/sku-220,Product,565,Desktop,Email,Yes,Yes
S000447,U00309,2025-06-19T22:53:39,/product/sku-220,Product,30,Mobile,Direct,No,No
S000448,U00413,2025-04-12T08:30:05,/product/sku-220,Product,358,Mobile,Instagram,Yes,Yes
S000449,U00397,2025-03-28T03:42:34,/product/sku-100,Product,548,Mobile,Direct,No,No
S000450,U00301,2025-03-20T11:22:34,/support,Support,354,Desktop,Google,Yes,No
S000451,U00406,2026-05-12T12:46:54,/support,Support,508,Mobile,Google,No,No
S000452,U00194,2025-08-27T07:35:58,/product/sku-100,Product,761,Mobile,Google,Yes,No
S000453,U00395,2026-03-17T18:38:43,/support,Support,43,Desktop,Instagram,Yes,No
S000454,U00255,2025-04-20T05:46:56,/search,Discovery,349,Mobile,Google,No,No
S000455,U00326,2025-03-10T21:58:21,/product/sku-100,Product,735,Mobile,YouTube,No,No
S000456,U00108,2025-07-13T19:46:43,/offers,Promotion,719,Desktop,Instagram,Yes,No
S000457,U00198,2025-12-07T09:00:55,/home,Landing,760,Mobile,Google,No,No
S000458,U00180,2026-03-01T02:37:28,/support,Support,394,Desktop,Email,Yes,Yes
S000459,U00410,2025-01-26T22:51:34,/search,Discovery,311,Desktop,Instagram,Yes,Yes
S000460,U00193,2025-05-05T23:28:37,/product/sku-100,Product,759,Desktop,Direct,No,No
S000461,U00361,2025-01-25T01:45:18,/blog/how-to-buy,Content,451,Tablet,Google,No,Yes
S000462,U00170,2025-06-09T15:44:18,/search,Discovery,204,Mobile,Affiliate,No,No
S000463,U00122,2025-03-16T12:00:08,/offers,Promotion,60,Desktop,Affiliate,No,Yes
S000464,U00002,2025-11-29T03:09:10,/cart,Cart,99,Desktop,YouTube,No,Yes
S000465,U00106,2025-05-13T16:32:34,/home,Landing,663,Desktop,Direct,No,No
S000466,U00402,2025-11-05T17:19:42,/offers,Promotion,492,Mobile,YouTube,No,Yes
S000467,U00199,2025-05-24T14:26:08,/checkout,Checkout,389,Mobile,Instagram,Yes,No
S000468,U00226,2025-12-28T05:18:31,/offers,Promotion,279,Desktop,Instagram,Yes,Yes
S000469,U00044,2026-06-03T23:03:15,/search,Discovery,362,Mobile,Email,Yes,No
S000470,U00420,2026-02-10T21:38:22,/support,Support,438,Tablet,YouTube,No,No
S000471,U00244,2025-08-21T03:00:25,/product/sku-220,Product,90,Desktop,YouTube,Yes,No
S000472,U00410,2026-03-20T21:15:36,/checkout,Checkout,703,Tablet,Google,Yes,No
S000473,U00089,2025-05-10T20:10:38,/blog/how-to-buy,Content,226,Mobile,Google,Yes,No
S000474,U00104,2026-05-03T04:20:38,/support,Support,161,Mobile,Instagram,No,No
S000475,U00045,2025-10-29T10:41:33,/search,Discovery,579,Desktop,Instagram,No,No
S000476,U00403,2026-06-29T00:37:41,/home,Landing,648,Mobile,Email,Yes,No
S000477,U00291,2026-04-02T15:53:11,/product/sku-100,Product,606,Mobile,Direct,Yes,No
S000478,U00403,2025-08-11T05:09:26,/search,Discovery,558,Mobile,Email,No,No
S000479,U00293,2026-04-18T23:52:38,/blog/how-to-buy,Content,494,Desktop,Instagram,No,Yes
S000480,U00020,2025-11-04T10:06:41,/support,Support,349,Mobile,Direct,No,No
S000481,U00011,2025-09-20T10:16:48,/cart,Cart,320,Desktop,Email,Yes,No
S000482,U00069,2025-08-22T09:21:41,/product/sku-220,Product,771,Mobile,Instagram,No,No
S000483,U00097,2025-12-10T02:11:39,/search,Discovery,226,Tablet,Email,No,No
S000484,U00029,2026-02-05T05:19:24,/cart,Cart,172,Desktop,YouTube,No,Yes
S000485,U00292,2025-01-23T11:37:58,/checkout,Checkout,187,Desktop,Google,Yes,No
S000486,U00026,2025-10-07T21:52:42,/blog/how-to-buy,Content,731,Desktop,Instagram,No,No
S000487,U00349,2025-01-24T17:44:21,/search,Discovery,257,Desktop,Affiliate,No,Yes
S000488,U00301,2026-03-05T05:36:19,/blog/how-to-buy,Content,368,Desktop,Instagram,Yes,No
S000489,U00026,2025-05-07T12:48:50,/support,Support,595,Mobile,Google,Yes,No
S000490,U00138,2026-05-22T02:28:05,/product/sku-220,Product,429,Mobile,YouTube,Yes,No
S000491,U00332,2025-05-15T12:41:39,/product/sku-100,Product,625,Mobile,Google,No,No
S000492,U00365,2026-05-15T05:32:52,/offers,Promotion,291,Mobile,Email,No,No
S000493,U00239,2025-08-23T16:23:33,/product/sku-220,Product,703,Mobile,Affiliate,No,No
S000494,U00262,2026-05-30T11:12:01,/home,Landing,393,Mobile,Affiliate,No,No
S000495,U00247,2025-02-19T14:00:32,/search,Discovery,354,Tablet,YouTube,No,No
S000496,U00336,2026-05-22T00:12:54,/offers,Promotion,315,Desktop,Affiliate,Yes,No
S000497,U00339,2025-09-06T05:30:35,/support,Support,707,Desktop,Direct,No,No
S000498,U00215,2025-11-11T06:16:12,/offers,Promotion,407,Mobile,Affiliate,Yes,No
S000499,U00352,2026-02-20T06:19:14,/product/sku-220,Product,663,Mobile,YouTube,No,No
S000500,U00337,2026-03-10T14:29:52,/product/sku-100,Product,195,Desktop,Email,Yes,No
S000501,U00391,2025-05-23T04:38:29,/checkout,Checkout,706,Mobile,YouTube,Yes,No
S000502,U00382,2025-08-27T12:29:03,/product/sku-220,Product,440,Mobile,Instagram,No,No
S000503,U00238,2025-04-02T11:36:20,/offers,Promotion,491,Desktop,YouTube,Yes,No
S000504,U00257,2025-04-04T01:31:51,/product/sku-220,Product,707,Desktop,Instagram,No,Yes
S000505,U00071,2025-06-05T13:47:56,/product/sku-100,Product,360,Mobile,Affiliate,No,Yes
S000506,U00399,2025-03-04T18:26:05,/product/sku-100,Product,509,Desktop,Google,No,No
S000507,U00232,2025-08-01T10:55:44,/home,Landing,224,Mobile,Google,Yes,No
S000508,U00067,2026-04-23T06:43:57,/search,Discovery,454,Mobile,Email,No,No
S000509,U00003,2025-01-30T07:15:03,/support,Support,556,Desktop,Instagram,Yes,No
S000510,U00098,2025-01-14T21:58:50,/checkout,Checkout,702,Desktop,YouTube,Yes,No
S000511,U00160,2025-04-11T03:26:39,/cart,Cart,115,Desktop,Affiliate,No,Yes
S000512,U00153,2025-08-14T21:25:22,/home,Landing,476,Mobile,Affiliate,No,No
S000513,U00176,2026-01-16T17:35:34,/product/sku-100,Product,377,Mobile,Google,No,Yes
S000514,U00373,2025-04-12T21:51:10,/product/sku-220,Product,226,Mobile,Affiliate,Yes,Yes
S000515,U00193,2026-05-13T08:27:00,/home,Landing,271,Mobile,Affiliate,Yes,No
S000516,U00339,2025-03-25T23:22:50,/home,Landing,679,Mobile,Direct,Yes,No
S000517,U00064,2026-03-02T02:04:59,/support,Support,268,Mobile,Google,Yes,No
S000518,U00155,2025-11-23T21:36:45,/home,Landing,687,Desktop,Affiliate,No,No
S000519,U00215,2025-03-23T11:44:35,/product/sku-100,Product,533,Mobile,Direct,No,Yes
S000520,U00255,2025-06-04T07:02:31,/search,Discovery,633,Desktop,Instagram,Yes,No
S000521,U00152,2025-05-05T13:34:50,/support,Support,50,Mobile,Google,No,No
S000522,U00007,2026-06-06T16:08:56,/home,Landing,101,Tablet,Affiliate,No,Yes
S000523,U00400,2026-02-02T10:52:44,/search,Discovery,86,Mobile,Direct,No,No
S000524,U00152,2025-07-25T03:38:50,/blog/how-to-buy,Content,485,Desktop,Google,Yes,No
S000525,U00411,2026-06-10T15:50:33,/cart,Cart,330,Mobile,Direct,Yes,No
S000526,U00005,2025-04-18T11:51:33,/home,Landing,689,Mobile,Instagram,No,No
S000527,U00376,2025-03-14T04:44:17,/offers,Promotion,391,Mobile,Google,Yes,No
S000528,U00140,2025-10-27T14:15:28,/blog/how-to-buy,Content,716,Mobile,Email,Yes,Yes
S000529,U00082,2025-03-22T13:21:08,/home,Landing,436,Tablet,Email,No,Yes
S000530,U00399,2025-10-06T12:46:05,/support,Support,636,Desktop,YouTube,Yes,No
S000531,U00058,2025-11-16T10:53:39,/blog/how-to-buy,Content,461,Desktop,Instagram,No,Yes
S000532,U00393,2026-03-24T21:30:59,/checkout,Checkout,751,Mobile,YouTube,No,No
S000533,U00222,2026-05-29T23:13:45,/search,Discovery,754,Desktop,Instagram,No,Yes
S000534,U00314,2025-02-12T09:11:10,/checkout,Checkout,21,Mobile,Google,No,No
S000535,U00039,2026-01-17T20:58:56,/product/sku-100,Product,338,Desktop,Instagram,Yes,No
S000536,U00330,2025-10-22T02:18:58,/checkout,Checkout,422,Mobile,Direct,No,No
S000537,U00046,2026-01-23T03:53:45,/blog/how-to-buy,Content,467,Desktop,Email,Yes,Yes
S000538,U00019,2026-03-09T17:40:29,/support,Support,572,Desktop,Direct,No,No
S000539,U00106,2026-05-24T10:33:12,/checkout,Checkout,697,Mobile,Instagram,No,No
S000540,U00233,2025-09-15T20:25:05,/product/sku-220,Product,583,Mobile,Affiliate,No,No
S000541,U00367,2025-12-18T11:48:59,/cart,Cart,126,Desktop,YouTube,Yes,Yes
S000542,U00325,2025-08-15T18:58:05,/cart,Cart,570,Mobile,YouTube,Yes,Yes
S000543,U00253,2025-04-20T02:09:45,/product/sku-100,Product,744,Mobile,Email,Yes,No
S000544,U00097,2025-04-04T18:51:53,/product/sku-220,Product,412,Desktop,Google,No,Yes
S000545,U00024,2026-05-07T20:27:28,/support,Support,698,Mobile,Email,No,No
S000546,U00069,2026-01-23T10:50:23,/checkout,Checkout,14,Mobile,Direct,No,No
S000547,U00261,2025-05-18T15:17:34,/blog/how-to-buy,Content,718,Mobile,YouTube,Yes,Yes
S000548,U00259,2025-10-26T18:37:52,/cart,Cart,438,Tablet,YouTube,Yes,No
S000549,U00151,2025-12-18T17:39:20,/cart,Cart,146,Desktop,Affiliate,No,No
S000550,U00161,2026-03-06T23:30:29,/checkout,Checkout,657,Desktop,Google,No,No
S000551,U00364,2026-05-20T22:29:18,/product/sku-100,Product,192,Mobile,YouTube,No,No
S000552,U00288,2026-01-09T02:44:39,/cart,Cart,606,Mobile,YouTube,No,No
S000553,U00147,2025-11-25T01:51:09,/checkout,Checkout,23,Mobile,Direct,No,Yes
S000554,U00103,2025-07-27T08:50:08,/home,Landing,778,Mobile,Instagram,No,Yes
S000555,U00354,2025-08-18T05:49:08,/home,Landing,218,Mobile,Direct,No,No
S000556,U00316,2026-06-09T16:43:03,/search,Discovery,767,Mobile,Google,No,No
S000557,U00355,2026-06-01T03:03:28,/offers,Promotion,58,Tablet,Email,No,No
S000558,U00283,2025-02-11T18:56:44,/cart,Cart,23,Mobile,Google,No,No
S000559,U00387,2026-04-03T00:17:51,/cart,Cart,569,Mobile,Google,Yes,No
S000560,U00350,2025-02-27T20:12:09,/product/sku-100,Product,201,Tablet,YouTube,Yes,No
S000561,U00143,2026-03-09T07:45:01,/support,Support,280,Desktop,Affiliate,No,Yes
S000562,U00364,2025-05-01T05:47:14,/blog/how-to-buy,Content,50,Desktop,Instagram,Yes,No
S000563,U00252,2026-03-21T19:28:22,/offers,Promotion,573,Desktop,YouTube,No,No
S000564,U00267,2025-02-22T22:54:05,/product/sku-100,Product,527,Desktop,Affiliate,No,Yes
S000565,U00110,2026-05-31T05:27:03,/product/sku-220,Product,349,Desktop,Instagram,Yes,No
S000566,U00244,2026-03-13T00:02:12,/checkout,Checkout,780,Tablet,Direct,Yes,No
S000567,U00124,2026-05-14T20:40:31,/blog/how-to-buy,Content,638,Tablet,Google,Yes,No
S000568,U00196,2025-03-30T01:26:42,/cart,Cart,405,Desktop,YouTube,No,Yes
S000569,U00395,2025-10-19T05:43:28,/checkout,Checkout,536,Mobile,Email,No,Yes
S000570,U00165,2026-02-04T03:41:29,/product/sku-220,Product,94,Tablet,Google,Yes,No
S000571,U00344,2026-05-04T23:00:01,/product/sku-220,Product,228,Mobile,Email,Yes,No
S000572,U00332,2025-02-26T00:25:24,/support,Support,774,Mobile,Direct,No,No
S000573,U00045,2025-02-26T21:26:32,/home,Landing,65,Desktop,Instagram,Yes,No
S000574,U00133,2025-11-13T14:49:32,/product/sku-220,Product,407,Mobile,Email,No,No
S000575,U00345,2025-04-02T21:22:45,/support,Support,557,Desktop,YouTube,Yes,No
S000576,U00359,2025-02-26T09:09:55,/home,Landing,376,Tablet,Direct,No,No
S000577,U00311,2025-03-09T04:34:27,/offers,Promotion,298,Mobile,Email,No,No
S000578,U00243,2025-05-02T10:04:50,/home,Landing,556,Desktop,YouTube,No,No
S000579,U00152,2026-05-08T11:28:04,/checkout,Checkout,157,Desktop,YouTube,No,No
S000580,U00284,2026-03-08T03:15:00,/home,Landing,154,Desktop,Direct,No,No
S000581,U00157,2025-06-13T03:40:10,/search,Discovery,776,Mobile,YouTube,No,No
S000582,U00073,2025-05-06T00:24:24,/checkout,Checkout,198,Desktop,Instagram,Yes,Yes
S000583,U00385,2026-03-03T07:19:34,/home,Landing,482,Mobile,Direct,No,No
S000584,U00051,2025-06-03T08:07:50,/offers,Promotion,753,Mobile,Instagram,No,Yes
S000585,U00052,2025-08-10T11:20:29,/product/sku-220,Product,644,Desktop,Google,No,No
S000586,U00316,2026-05-28T04:31:18,/cart,Cart,323,Mobile,Google,No,No
S000587,U00087,2025-01-04T18:04:22,/support,Support,330,Desktop,Google,No,No
S000588,U00069,2026-06-12T20:17:33,/cart,Cart,760,Desktop,Email,No,No
S000589,U00250,2026-03-05T11:54:29,/offers,Promotion,121,Desktop,Affiliate,Yes,No
S000590,U00276,2025-06-02T13:45:23,/product/sku-100,Product,279,Mobile,YouTube,Yes,No
S000591,U00260,2026-05-06T14:22:16,/home,Landing,41,Mobile,Affiliate,No,No
